name,,location,address,,,,,food,cost ,,tablebooking,onlinedelivery,,,,rating,,Rating text,cuisines,food,cost
Keventers,,New Delhi,"Level 2, Food Capital, Worldmark 1, Hospitality District, Aerocity, New Delhi",,,,,Beverages,400,,No,No,,,,3.1,,Average,,Beverages,400
Street Foods by Punjab Grill,,New Delhi,"Level 2,åÊFood Capital, Worldmark 1, Aerocity, New Delhi",,,,,"Street Food, North Indian",600,,No,No,,,,3.2,,Average,,"Street Food, North Indian",600
Subway,,New Delhi,"Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi",,,,,"American, Fast Food, Salad, Healthy Food",500,,No,Yes,,,,3.1,,Average,,"American, Fast Food, Salad, Healthy Food",500
Wow! Momo,,New Delhi,"Level 2, Food Capital, Worldmark 1, New Delhi",,,,,Chinese,350,,No,No,,,,3.1,,Average,,Chinese,350
Biryani Blues,,New Delhi,"Kiosk 4, Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi",,,,,"Biryani, Hyderabadi",1000,,No,No,,,,3.6,,Good,,"Biryani, Hyderabadi",1000
Asia Seven Express,,New Delhi,"Food Capital, Worldmark 1, Aerocity, New Delhi",,,,,Chinese,500,,No,No,,,,0,,Not rated,,Chinese,500
Bikanervala,,New Delhi,"Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi",,,,,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,,No,No,,,,0,,Not rated,,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550
Cafe Huddle,,New Delhi,"6, Food Capital, Worldmark 1, Aerocity, New Delhi",,,,,Fast Food,600,,No,No,,,,0,,Not rated,,Fast Food,600
Chai Garam,,New Delhi,"Food Court, Level 2, World mark 1, Aerocity, New Delhi",,,,,"Tea, Fast Food",300,,No,No,,,,0,,Not rated,,"Tea, Fast Food",300
Dolce Gelato,,New Delhi,"Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi",,,,,"Ice Cream, Beverages, Fast Food",300,,No,No,,,,0,,Not rated,,"Ice Cream, Beverages, Fast Food",300
GoGourmet,,New Delhi,"Cart 7, Level 2, Food Capital, Worldmark 1, Aerocity, New Delhi",,,,,"Healthy Food, Beverages",600,,No,Yes,,,,0,,Not rated,,"Healthy Food, Beverages",600
Karim's,,New Delhi,"Food Capital, Worldmark 1, Aerocity, New Delhi",,,,,"Mughlai, North Indian",1000,,No,No,,,,0,,Not rated,,"Mughlai, North Indian",1000
Khan Chacha,,New Delhi,"FC 15, Level 2, Worldmark 1, Near Aerocity Metro Station, Aerocity, New Delhi",,,,,"Mughlai, North Indian",650,,No,No,,,,0,,Not rated,,"Mughlai, North Indian",650
Pizza Hut Delivery,,New Delhi,"Food Capital, Worldmark 1, Aerocity, New Delhi",,,,,"Italian, Pizza, Fast Food",800,,No,No,,,,0,,Not rated,,"Italian, Pizza, Fast Food",800
Foodhall,,New Delhi,"Lower Ground Floor, World Mark 3, Aerocity, New Delhi",,,,,"Bakery, Italian, Chinese, Mexican",700,,No,No,,,,0,,Not rated,,"Bakery, Italian, Chinese, Mexican",700
Eat Me,,New Delhi,"24/1-4, Yusuf Sarai, New Delhi",,,,,"North Indian, Continental",600,,No,Yes,,,,2.7,,Average,,"North Indian, Continental",600
EDC Mania,,New Delhi,"69-A/2, Gautam Nagar, Behind Big Gurdwara, Next To Panchayati Shiv Mandi, Yusuf Sarai, New Delhi",,,,,Fast Food,150,,No,No,,,,3.3,,Average,,Fast Food,150
Elegant China X-Press,,New Delhi,"Shop 22/2, Near Green Park Metro Station, Yusuf Sarai, New Delhi",,,,,Chinese,400,,No,No,,,,3.1,,Average,,Chinese,400
Gopala,,New Delhi,"1, DDA Market, Yusuf Sarai, New Delhi",,,,,"Mithai, Street Food",250,,No,No,,,,3.3,,Average,,"Mithai, Street Food",250
Green Chick Chop,,New Delhi,"6, DDA Market, General Raj School, Yusuf Sarai, New Delhi",,,,,"Raw Meats, North Indian, Fast Food",350,,No,No,,,,3.1,,Average,,"Raw Meats, North Indian, Fast Food",350
Hangchuaa's Chinese Food Corner,,New Delhi,"K-130, Gautam Nagar, Yusuf Sarai, New Delhi",,,,,Chinese,600,,No,No,,,,2.7,,Average,,Chinese,600
Madhuvan Chinese Fast Food,,New Delhi,"Yusuf Sarai Market, Yusuf Sarai, New Delhi",,,,,Chinese,300,,No,No,,,,2.7,,Average,,Chinese,300
Momos House,,New Delhi,"G-130, Sudarshan Cinema Road, Yusuf Sarai, New Delhi",,,,,Chinese,350,,No,No,,,,2.9,,Average,,Chinese,350
Punjab Restaurant,,New Delhi,"3, Yusuf Sarai, New Delhi",,,,,"North Indian, Mughlai",600,,No,No,,,,3.2,,Average,,"North Indian, Mughlai",600
Rhythm Restro-Bar,,New Delhi,"50/8, 1st Floor, Main Market, Yusuf Sarai, New Delhi",,,,,"Mughlai, Chinese, North Indian",1000,,Yes,No,,,,3,,Average,,"Mughlai, Chinese, North Indian",1000
Say Cheese,,New Delhi,"9, Community Centre, Near Green Park Metro Station, Yusuf Sarai, New Delhi",,,,,Fast Food,400,,No,Yes,,,,2.7,,Average,,Fast Food,400
Sona Restaurant,,New Delhi,"5, Main Market, Yusuf Sarai, New Delhi",,,,,"North Indian, Mughlai",450,,No,No,,,,3.2,,Average,,"North Indian, Mughlai",450
Uraki,,New Delhi,"42, Gautam Nagar, Behind Father Agnel School, Near Yusuf Sarai, New Delhi",,,,,Asian,400,,No,No,,,,2.7,,Average,,Asian,400
Wah Ji Wah,,New Delhi,"47/3, Yusuf Sarai Main Market, Yusuf Sarai, New Delhi",,,,,North Indian,450,,No,No,,,,3,,Average,,North Indian,450
Annapurna Sweets,,New Delhi,"10, DDA Community Centre Market, Yusuf Sarai, New Delhi",,,,,"Mithai, Street Food",150,,No,No,,,,3.9,,Good,,"Mithai, Street Food",150
Karnataka,,New Delhi,"60/5, Yusuf Sarai Market, Yusuf Sarai, New Delhi",,,,,"South Indian, North Indian, Chinese",500,,No,Yes,,,,3.7,,Good,,"South Indian, North Indian, Chinese",500
EDC Mania,,New Delhi,"95-1/2 Gautam Nagar, Yusuf Sarai, New Delhi",,,,,Fast Food,150,,No,No,,,,0,,Not rated,,Fast Food,150
Faeem Chicken Corner,,New Delhi,"F-130/4, Gautam Nagar, Sudershan Road, Yusuf Sarai, New Delhi",,,,,Mughlai,300,,No,No,,,,0,,Not rated,,Mughlai,300
Grills N Chills,,New Delhi,"G-10, Rajeshdeep Building, Yusuf Sarai, New Delhi",,,,,Fast Food,350,,No,No,,,,0,,Not rated,,Fast Food,350
Gupta Sweets,,New Delhi,"74/4, Aurbindo Marg, Yusuf Sarai, New Delhi",,,,,"North Indian, South Indian, Mithai",300,,No,No,,,,0,,Not rated,,"North Indian, South Indian, Mithai",300
Khub Chand,,New Delhi,"Shop 2, DDA Market, Yusuf Sarai, New Delhi",,,,,Raw Meats,300,,No,No,,,,0,,Not rated,,Raw Meats,300
OCD - Online Cake Delivery,,New Delhi,"59/2, Yusuf Sarai, New Delhi",,,,,"Bakery, Desserts",200,,No,No,,,,0,,Not rated,,"Bakery, Desserts",200
Sher E Punjab,,New Delhi,"73, Gautam Nagar Road, Yusuf Sarai, New Delhi",,,,,North Indian,450,,No,No,,,,0,,Not rated,,North Indian,450
Shri Balaji,,New Delhi,"Near Gate 1, Green Park Metro Station, Yusuf Sarai Market, Yusuf Sarai, New Delhi",,,,,South Indian,200,,No,No,,,,0,,Not rated,,South Indian,200
Sidhi Cafe,,New Delhi,"D65/2, Gautam Nagar, New Delhi, Yusuf Sarai, New Delhi",,,,,"Street Food, Fast Food",100,,No,No,,,,0,,Not rated,,"Street Food, Fast Food",100
Al Hayat Bakers,,New Delhi,"Shop 14, Main Road, Zakir Nagar, New Delhi",,,,,Bakery,200,,No,No,,,,0,,Not rated,,Bakery,200
Al-Kausar's,,New Delhi,"K-65, Chinar Apartment, Jamia Nagar, Near Zakir Nagar, New Delhi",,,,,Chinese,200,,No,No,,,,0,,Not rated,,Chinese,200
Alam Biryani Center,,New Delhi,"Street 18, Zakir Nagar, New Delhi",,,,,Biryani,200,,No,No,,,,0,,Not rated,,Biryani,200
Bismillah Hotel,,New Delhi,"Masjid Wali Gali, Zakir Nagar, New Delhi",,,,,Fast Food,150,,No,No,,,,0,,Not rated,,Fast Food,150
Halal Pizza Star,,New Delhi,"88-A/4, Main Road, Zakir Nagar, New Delhi",,,,,"Pizza, Fast Food",450,,No,No,,,,0,,Not rated,,"Pizza, Fast Food",450
HTW Bakers,,New Delhi,"128, Zakir Nagar Main Road, Jogabai Extension, Zakir Nagar, New Delhi",,,,,"Bakery, Desserts",350,,No,No,,,,0,,Not rated,,"Bakery, Desserts",350
Javed Bawarchi Restaurant,,New Delhi,"392, Near SBI, Main Road , Zakir Nagar",,,,,Mughlai,600,,No,No,,,,0,,Not rated,,Mughlai,600
Let's Eat,,New Delhi,"Basement, Shop 6, 88-A, Radheed Hotel Market, Main Road, Zakir Nagar, New Delhi",,,,,"Fast Food, Beverages",200,,No,No,,,,0,,Not rated,,"Fast Food, Beverages",200
Moonis Kada,,New Delhi,"413, Shop B-41, Main Road, Batla House Near Jamia University, Zakir Nagar, New Delhi",,,,,"Mughlai, North Indian",500,,No,No,,,,0,,Not rated,,"Mughlai, North Indian",500
Motu N Patlu,,New Delhi,"Batla House Chowk, Near Jamia Milia Islamia, Opposite Jamia Cooperative Bank, Zakir Nagar, New Delhi",,,,,"Lebanese, North Indian, Fast Food",250,,No,No,,,,0,,Not rated,,"Lebanese, North Indian, Fast Food",250
S.K. Fast Food,,New Delhi,"161/32, Shop 3 Joga Bai, Main Road, Zakir Nagar, New Delhi",,,,,Chinese,350,,No,No,,,,0,,Not rated,,Chinese,350
Sufiyan Restaurant,,New Delhi,"57/12, Main Road, Zakir Nagar, New Delhi",,,,,Mughlai,250,,No,No,,,,0,,Not rated,,Mughlai,250
The Relax Point,,New Delhi,"92/17, Zakir Nagar, New Delhi",,,,,North Indian,250,,No,No,,,,0,,Not rated,,North Indian,250
Zareen's Dastarkhwan,,New Delhi,"Jamia Nagar, Zakir Nagar, New Delhi",,,,,Awadhi,800,,No,No,,,,0,,Not rated,,Awadhi,800
Ali Baba Caves,,Noida,"1st Floor, Ansal Plaza Mall, Pari Chowk, Greater Noida, Noida",,,,,"Cafe, Chinese",500,,No,No,,,,3.1,,Average,,"Cafe, Chinese",500
CafÌ© Doo Ghoont,,Noida,"AG-13, Atrium Floor, Ansal Plaza Mall, Greater Noida, Noida",,,,,Cafe,600,,No,Yes,,,,3.4,,Average,,Cafe,600
Knights Chaska,,Noida,"201 to 207, 2nd Floor, Ansal Plaza Mall, Greater Noida, Noida",,,,,"North Indian, Chinese",800,,Yes,No,,,,2.9,,Average,,"North Indian, Chinese",800
Thirsty Scholar Cafe,,Noida,"SF-256, 2nd Floor, Ansal Plaza Mall, Near Pari Chowk, Greater Noida, Noida",,,,,Cafe,450,,No,No,,,,3.2,,Average,,Cafe,450
Savoury Street,,Noida,"GF-37, 1st Floor, Ansal Plaza Mall, Greater Noida, Noida",,,,,"North Indian, Continental, Italian",600,,No,No,,,,0,,Not rated,,"North Indian, Continental, Italian",600
JSB Evergreen Snack & Sweets,,Noida,"Brahmaputra Shopping Complex, Sector 29, Noida",,,,,"North Indian, Chinese, Fast Food, Street Food",300,,No,No,,,,3.1,,Average,,"North Indian, Chinese, Fast Food, Street Food",300
221 B Baker Street,,Noida,"10, Brahmaputra Shoping Complex, Sector 29, Noida",,,,,Bakery,200,,No,Yes,,,,3.5,,Good,,Bakery,200
Kapoors Balle Balle,,Noida,"K-2, Brahmaputra Shopping Complex, Sector 29, Noida",,,,,"North Indian, Chinese",400,,No,Yes,,,,3.7,,Good,,"North Indian, Chinese",400
Lakshmi Coffee House,,Noida,"Brahmaputra Shopping Complex, Sector 29, Noida",,,,,South Indian,300,,No,No,,,,3.8,,Good,,South Indian,300
Geoffrey's,,Noida,"16-A, Centre Stage Mall, Sector 18, Noida",,,,,"Asian, Continental, Italian, North Indian",2600,,Yes,No,,,,3,,Average,,"Asian, Continental, Italian, North Indian",2600
Haldiram's,,Noida,"L-1, Centre Stage Mall, Sector 18, Noida",,,,,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,,No,No,,,,3.5,,Good,,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600
Maamouchee @ My Way,,Noida,"5th Floor, Centre Stage Mall, Sector 18, Noida",,,,,"Italian, Lebanese, North Indian",1100,,Yes,Yes,,,,3.5,,Good,,"Italian, Lebanese, North Indian",1100
Americana Kitchen and Bar,,Noida,"Ist Floor, 1-6, Centre Stage Mall, Sector 18, Noida",,,,,"American, Tex-Mex, Italian, Mexican, North Indian",2000,,Yes,No,,,,2.4,,Poor,,"American, Tex-Mex, Italian, Mexican, North Indian",2000
Punjabi By Nature Quickie,,Noida,"D-424/425, 3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"North Indian, Mughlai",1100,,Yes,No,,,,3.4,,Average,,"North Indian, Mughlai",1100
United Coffee House Rewind,,Noida,"D-428, 3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"North Indian, European, Asian, Mediterranean",1500,,Yes,No,,,,3.4,,Average,,"North Indian, European, Asian, Mediterranean",1500
Wow! Momo,,Noida,"Food Court, DLF Mall of India, FC16, Plot M-03, Sector 18, Noida",,,,,"Tibetan, Chinese",350,,No,No,,,,2.7,,Average,,"Tibetan, Chinese",350
Oh So Stoned!,,Noida,"4th Floor, DLF Mall of India, Sector 18, Noida",,,,,Desserts,250,,No,No,,,,4.5,,Excellent,,Desserts,250
The Big Chill Cakery,,Noida,"Ground Floor, DLF Mall Of India, Sector 18, Noida",,,,,"Bakery, Desserts",700,,No,No,,,,4.5,,Excellent,,"Bakery, Desserts",700
Barista,,Noida,"B-204, Level 1, DLF Mall of India, Sector 18, Noida",,,,,Cafe,650,,No,No,,,,3.5,,Good,,Cafe,650
Big Wong XL,,Noida,"B-404, DLF Mall of India, Sector 18, Noida",,,,,"Chinese, Thai, Sushi",1500,,Yes,Yes,,,,3.9,,Good,,"Chinese, Thai, Sushi",1500
Carl's Jr.,,Noida,"F-457/C, 3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Burger, American, Fast Food",650,,No,Yes,,,,3.8,,Good,,"Burger, American, Fast Food",650
Chaayos,,Noida,"E-18, Plot M-03, Lower Ground Floor, DLF Mall of India, Sector 18, Noida",,,,,"Cafe, Tea",400,,No,No,,,,3.9,,Good,,"Cafe, Tea",400
Chi Asian Cookhouse,,Noida,"F-456, 3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Chinese, Thai, Asian, Japanese, Korean, Seafood",1400,,Yes,Yes,,,,3.9,,Good,,"Chinese, Thai, Asian, Japanese, Korean, Seafood",1400
Costa Coffee,,Noida,"1st Floor, DLF Mall of India, Sector 18, Noida",,,,,Cafe,600,,No,No,,,,3.7,,Good,,Cafe,600
Dunkin' Donuts,,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Burger, Desserts, Fast Food",600,,No,No,,,,3.7,,Good,,"Burger, Desserts, Fast Food",600
Instapizza,,Noida,"Food Court, DLF Mall of India, Sector 18, Noida",,,,,"Pizza, Fast Food",900,,No,Yes,,,,3.7,,Good,,"Pizza, Fast Food",900
Keventers,,Noida,"Food Court, DLF Mall of India, Sector 18, Noida",,,,,Beverages,400,,No,No,,,,3.8,,Good,,Beverages,400
Pirates of Grill,,Noida,"C-417, 3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"North Indian, Continental, Mughlai, Asian",1800,,No,No,,,,3.9,,Good,,"North Indian, Continental, Mughlai, Asian",1800
Pizza Hut,,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Italian, Pizza, Fast Food",1000,,No,No,,,,3.9,,Good,,"Italian, Pizza, Fast Food",1000
PizzaExpress,,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Italian, Pizza",1600,,Yes,Yes,,,,3.9,,Good,,"Italian, Pizza",1600
RollsKing,,Noida,"Food Court, DLF Mall Of India, Sector 18, Noida",,,,,Fast Food,400,,No,No,,,,3.9,,Good,,Fast Food,400
Taco Bell,,Noida,"M-18, Food Court, 4th Floor, DLF Mall of India, Sector 18, Noida",,,,,"Mexican, Fast Food",550,,No,Yes,,,,3.6,,Good,,"Mexican, Fast Food",550
The Frozen Factory,,Noida,"2nd Floor, Near H&M, DLF Mall of India, Sector 18, Noida",,,,,"Ice Cream, Desserts",350,,No,No,,,,3.7,,Good,,"Ice Cream, Desserts",350
Theos,,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Bakery, Desserts",500,,No,No,,,,3.5,,Good,,"Bakery, Desserts",500
Wendy's,,Noida,"D-4208, 3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Burger, Fast Food",400,,No,Yes,,,,3.7,,Good,,"Burger, Fast Food",400
Zizo,,Noida,"405-406, 3rd Floor, DLF Mall Of India, Sector 18, Noida",,,,,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600,,Yes,Yes,,,,3.8,,Good,,"Lebanese, Mediterranean, Middle Eastern, Arabian",1600
Cafe Delhi Heights,,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Continental, American, Cafe",1500,,Yes,No,,,,4.1,,Very Good,,"Continental, American, Cafe",1500
Chili's Grill & Bar,,Noida,"3rd Floor, DLF Mall Of India, Sector 18, Noida",,,,,"Mexican, American, Italian",1500,,Yes,Yes,,,,4.1,,Very Good,,"Mexican, American, Italian",1500
Made In Punjab,,Noida,"C 418 - 419, 3rd Floor, DLF Mall Of India, Sector 18, Noida",,,,,"North Indian, Mughlai",1500,,Yes,No,,,,4.1,,Very Good,,"North Indian, Mughlai",1500
Mamagoto,,Noida,"D-423, 3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Asian, Thai, Chinese",1600,,Yes,Yes,,,,4.3,,Very Good,,"Asian, Thai, Chinese",1600
Movenpick,,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Ice Cream, Desserts",650,,No,Yes,,,,4,,Very Good,,"Ice Cream, Desserts",650
Smaaash,,Noida,"4th Floor, DLF Mall of India, Sector 18, Noida",,,,,"North Indian, Thai, Continental",1350,,No,No,,,,4,,Very Good,,"North Indian, Thai, Continental",1350
SodaBottleOpenerWala,,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida",,,,,"Parsi, Iranian",1300,,No,No,,,,4,,Very Good,,"Parsi, Iranian",1300
The Bento Cafe,,Noida,"Food Court, 4th Floor, DLF Mall of India, Sector 18, Noida",,,,,"Asian, Chinese, Japanese",750,,No,Yes,,,,4.2,,Very Good,,"Asian, Chinese, Japanese",750
Earthen Oven - Fortune Inn Grazia,,Noida,"Fortune Inn Grazia, Block-I, Plot 1A, Sector 27, Noida",,,,,"North Indian, Mughlai",1500,,Yes,No,,,,3.4,,Average,,"North Indian, Mughlai",1500
Fortune Deli -  Fortune Inn Grazia,,Noida,"Fortune Inn Grazia, Block 1, 1A, Sector 27, Noida",,,,,Chinese,2000,,Yes,No,,,,3.2,,Average,,Chinese,2000
Cafe Pipa,,Noida,"160, Ground Floor, Block 3, Ganga Shopping Complex, Sector 29, Noida",,,,,Cafe,350,,No,No,,,,3.4,,Average,,Cafe,350
Cook Du Kdu,,Noida,"124, Block 2, Ganga Shopping Complex, Sector 29, Noida",,,,,"North Indian, Chinese, Mughlai",650,,No,Yes,,,,3.1,,Average,,"North Indian, Chinese, Mughlai",650
Green Chick Chop,,Noida,"56, Block I, Ganga Shopping Complex, Sector 29, Noida",,,,,"Raw Meats, North Indian, Fast Food",350,,No,Yes,,,,2.6,,Average,,"Raw Meats, North Indian, Fast Food",350
New Vishal's Kitchen,,Noida,"Shop 142, Block 3, Ganga Shopping Complex, Sector 29, Noida",,,,,"North Indian, Chinese",600,,No,No,,,,2.5,,Average,,"North Indian, Chinese",600
Samarkand,,Noida,"R-292, Ganga Shopping Complex, Sector 29, Noida",,,,,"North Indian, Mughlai, Chinese",1500,,Yes,Yes,,,,3.3,,Average,,"North Indian, Mughlai, Chinese",1500
Mirchievous,,Noida,"Ganga Shopping Complex, Sector 29, Noida",,,,,North Indian,650,,No,Yes,,,,3.9,,Good,,North Indian,650
Pearls Regency,,Noida,"R-253, Block I, Ganga Shopping Complex, Sector 29, Noida",,,,,"North Indian, Chinese, Thai",1200,,No,No,,,,3.7,,Good,,"North Indian, Chinese, Thai",1200
The Feast Box,,Noida,"Ganga Shopping Complex, Sector 29, Noida",,,,,"Chinese, Thai, Fast Food",600,,No,Yes,,,,0,,Not rated,,"Chinese, Thai, Fast Food",600
Imperfecto,,Noida,"Gardens Gallaria, Sector 38, Noida",,,,,"Mediterranean, Italian, Continental, Spanish, North Indian",1800,,Yes,No,,,,3.4,,Average,,"Mediterranean, Italian, Continental, Spanish, North Indian",1800
Chaayos,,Noida,"Unit FB-101, Ground Floor, Gardens Galleria, Plot A-2, Sector 38-A, Near, Sector 38, Noida",,,,,"Cafe, Tea",400,,No,Yes,,,,3.6,,Good,,"Cafe, Tea",400
Dunkin' Donuts,,Noida,"SH-52, Plot A-2, Lower Ground Floor, Gardens Galleria, Sector 38, Noida",,,,,"Burger, Desserts, Fast Food",600,,No,Yes,,,,3.7,,Good,,"Burger, Desserts, Fast Food",600
The Smoke Factory,,Noida,"Gardens Galleria Mall, Sector 38, Noida",,,,,"North Indian, Italian, Chinese",2000,,Yes,No,,,,3.8,,Good,,"North Indian, Italian, Chinese",2000
Turquoise Cottage - TC Original 1997,,Noida,"205-206, 1st Floor, Gardens Galleria Mall, Plot A-2, Sector 38, Noida",,,,,"Continental, American, Italian, Mediterranean",1900,,Yes,No,,,,3.8,,Good,,"Continental, American, Italian, Mediterranean",1900
Baskin Robbins,,Noida,"Ground Floor, Gardens Galleria, Sector 38, Noida",,,,,Ice Cream,300,,No,No,,,,0,,Not rated,,Ice Cream,300
Cafe Coffee Day,,Noida,"1st Floor, Gardens Galleria, Sector 38, Noida",,,,,Cafe,450,,No,No,,,,0,,Not rated,,Cafe,450
Dolce Gelato,,Noida,"Ground Floor, Gardens Galleria, Sector 38, Noida",,,,,"Ice Cream, Beverages, Fast Food",300,,No,No,,,,0,,Not rated,,"Ice Cream, Beverages, Fast Food",300
Dunkin' Donuts,,Noida,"Ground Floor, Gardens Galleria, Sector 38, Noida",,,,,"Burger, Desserts, Fast Food",600,,No,No,,,,0,,Not rated,,"Burger, Desserts, Fast Food",600
Joost Juice Bar,,Noida,"Shop 160, Gardens Galleria, Sector 38, Noida",,,,,Beverages,300,,No,No,,,,0,,Not rated,,Beverages,300
KFC,,Noida,"Gardens Galleria Mall, Sector 38, Noida",,,,,"American, Fast Food, Burger",500,,No,Yes,,,,0,,Not rated,,"American, Fast Food, Burger",500
Pizza Hut,,Noida,"1st Floor, Garden Galleria, Sector 38, Noida",,,,,"Italian, Pizza, Fast Food",1000,,No,No,,,,0,,Not rated,,"Italian, Pizza, Fast Food",1000
Laat Saab,,Noida,"Gardens Galleria Mall, Next to The Great India Place, Sector 38, Noida",,,,,"North Indian, Mughlai",1300,,Yes,Yes,,,,4.1,,Very Good,,"North Indian, Mughlai",1300
Starbucks,,Noida,"Gardens Galleria, Sector 38A, Sector 38, Noida",,,,,Cafe,700,,No,No,,,,4,,Very Good,,Cafe,700
Rocket Food,,Noida,"Golf Course, Noida",,,,,North Indian,500,,No,No,,,,0,,Not rated,,North Indian,500
Aim Cafe And Restaurant,,Noida,"Shop FF 5, 2nd Floor, NRI City Centre, Near Pari Chowk, Greater Noida, Noida",,,,,"Japanese, Sushi",1200,,Yes,No,,,,3.3,,Average,,"Japanese, Sushi",1200
Al-Swad,,Noida,"GH-18, Tradex Tower-2, Alpha 1 Commercial Belt, Greater Noida, Noida",,,,,"North Indian, Chinese",400,,No,Yes,,,,2.5,,Average,,"North Indian, Chinese",400
Anands,,Noida,"G-15, Krishna Apra Plaza, Commercial Belt, Near State Bank of India, Alpha 1, Greater Noida, Noida",,,,,"Chinese, North Indian",500,,No,Yes,,,,2.6,,Average,,"Chinese, North Indian",500
Bansiwala Restaurant,,Noida,"G 11, Harsha Mall, Alpha 1, Greater Noida, Noida",,,,,North Indian,200,,No,Yes,,,,2.5,,Average,,North Indian,200
Cafe Coffee Day,,Noida,"Tradex Tower 2, Alpha Commercial Belt, Alpha 1, Greater Noida, Noida",,,,,Cafe,450,,No,No,,,,2.8,,Average,,Cafe,450
Food Tamasha & Co.,,Noida,"Greater Noida, Noida",,,,,North Indian,600,,No,Yes,,,,3.2,,Average,,North Indian,600
Grand Heritage Resort,,Noida,"R-4, Near City Park, Greater Noida, Noida Greater Noida",,,,,"North Indian, Chinese",800,,Yes,No,,,,3.1,,Average,,"North Indian, Chinese",800
Green Chick Chop,,Noida,"1 & 2, Krishna Royal Plaza, Alfa Commercial Belt 1, Greater Noida, Noida",,,,,"Raw Meats, North Indian, Fast Food",350,,No,No,,,,3.2,,Average,,"Raw Meats, North Indian, Fast Food",350
Kafe Republic,,Noida,"Shop 4, Ground Floor, NQI Plaza, Alpha 1 Commercial Belt, Greater Noida, Noida",,,,,Fast Food,300,,No,Yes,,,,3.1,,Average,,Fast Food,300
Kar C Lounge & Restaurant,,Noida,"2nd Floor Terrace, C Block, NRI City, Omaxe Mall, Pari Chowk, Greater Noida, Noida",,,,,"Cafe, North Indian, Italian, Chinese",600,,No,No,,,,2.8,,Average,,"Cafe, North Indian, Italian, Chinese",600
Kolkata Roll Point,,Noida,"MSX Tower 1, Alpha 1, Greater Noida, Noida",,,,,Fast Food,100,,No,No,,,,2.8,,Average,,Fast Food,100
Royal Awadh,,Noida,"GF-32, Bishab Parsavnath Plaza, Alpha 1, Commercial Complex, Greater Noida, Noida",,,,,"North Indian, Mughlai",500,,No,Yes,,,,3,,Average,,"North Indian, Mughlai",500
Royal Rasoi,,Noida,"1st Floor, Sri Luxmi Plaza, Behind Ansal Plaza, KP 1, Greater Noida, Noida",,,,,"North Indian, Mughlai",600,,No,No,,,,2.8,,Average,,"North Indian, Mughlai",600
Royale Bakers,,Noida,"Commercial Complex, Alpha 1, Greater Noida, Noida",,,,,"Bakery, Fast Food, Desserts",250,,No,Yes,,,,2.8,,Average,,"Bakery, Fast Food, Desserts",250
Sahi Darbar,,Noida,"MSN Tower, 1 Alpha Commercial Belt, Greater Noida, Noida",,,,,"North Indian, Chinese",400,,No,Yes,,,,2.6,,Average,,"North Indian, Chinese",400
Taco Street,,Noida,"Shop A-1 & A-2, J.S. Plaza, Tugalpur Road, Near Pari Chowk, Behind Ansal Plaza, Greater Noida, Noida",,,,,Fast Food,500,,No,No,,,,2.9,,Average,,Fast Food,500
The Noodle Co,,Noida,"39-40, Omaxe NRI City Centre, Omega 1, Greater Noida, Noida",,,,,"Thai, Chinese",900,,Yes,No,,,,3.1,,Average,,"Thai, Chinese",900
Veg Always,,Noida,"G-127, Neelkanth Plaza, Alpha 1, Greater Noida, Noida",,,,,"North Indian, Chinese",600,,No,Yes,,,,2.7,,Average,,"North Indian, Chinese",600
Yu Turn,,Noida,"R-2, Recreation Area, YMCA Complex, Opposite JP Golf Course, Greater Noida, Noida",,,,,"North Indian, Chinese, Thai",1000,,Yes,Yes,,,,2.9,,Average,,"North Indian, Chinese, Thai",1000
Zaika,,Noida,"GF-1, Omaxe NRI City Centre, Tower C, Omega 2, Near Pari Chowk, Greater Noida, Noida",,,,,"North Indian, Mughlai, Chinese",600,,No,No,,,,2.5,,Average,,"North Indian, Mughlai, Chinese",600
